node_idx,old_node_idx,GDSC_Cell,DepMap_ModelID,SIDM,DepMap_CellLineName,DepMap_StrippedCellLineName,COSMICID,CCLEName
294,307,SIDM00664,ACH-000178,SIDM00664,Hs 766T,HS766T,1298141.0,HS766T_PANCREAS
295,308,SIDM01067,ACH-000012,SIDM01067,HCC-827,HCC827,1240146.0,HCC827_LUNG
296,309,SIDM00052,ACH-002243,SIDM00052,HCE-4,HCE4,753559.0,HCE4_OESOPHAGUS
297,310,SIDM01012,ACH-000346,SIDM01012,JVM-3,JVM3,907270.0,JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
298,311,SIDM00616,ACH-000476,SIDM00616,JHH-4,JHH4,1240158.0,JHH4_LIVER
299,312,SIDM00528,ACH-000934,SIDM00528,MDA-MB-361,MDAMB361,908121.0,MDAMB361_BREAST
300,313,SIDM01079,ACH-000441,SIDM01079,SH-4,SH4,909713.0,SH4_SKIN
301,314,SIDM00371,ACH-000652,SIDM00371,SUIT-2,SUIT2,1240219.0,SUIT2_PANCREAS
302,316,SIDM00607,ACH-000622,SIDM00607,KNS-42,KNS42,907282.0,KNS42_CENTRAL_NERVOUS_SYSTEM
303,317,SIDM00588,ACH-000546,SIDM00588,HSC-4,HSC4,907062.0,HSC4_UPPER_AERODIGESTIVE_TRACT
304,318,SIDM00828,ACH-000054,SIDM00828,HT-1080,HT1080,907064.0,HT1080_SOFT_TISSUE
305,319,SIDM01157,ACH-001400,SIDM01157,SW 954,SW954,924247.0,SW954_CERVIX
306,320,SIDM01015,ACH-000326,SIDM01015,JURL-MK1,JURLMK1,1327771.0,JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
307,321,SIDM01059,ACH-000915,SIDM01059,IPC-298,IPC298,907171.0,IPC298_SKIN
308,322,SIDM00272,ACH-000910,SIDM00272,MDA-MB-453,MDAMB453,908122.0,MDAMB453_BREAST
309,324,SIDM01103,ACH-000665,SIDM01103,SK-MES-1,SKMES1,909728.0,SKMES1_LUNG
310,325,SIDM01113,ACH-000939,SIDM01113,SK-UT-1,SKUT1,909732.0,SKUT1_SOFT_TISSUE
311,326,SIDM00583,ACH-001107,SIDM00583,KP-1N,KP1N,1298216.0,KP1N_PANCREAS
312,327,SIDM00678,ACH-000724,SIDM00678,HT-1376,HT1376,907066.0,HT1376_URINARY_TRACT
313,328,SIDM00669,ACH-000094,SIDM00669,HPAF-II,HPAFII,724869.0,HPAFII_PANCREAS
314,329,SIDM01036,ACH-000653,SIDM01036,JJN-3,JJN3,1327766.0,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
315,330,SIDM00306,ACH-000672,SIDM00306,IA-LM,IALM,910779.0,IALM_LUNG
316,331,SIDM00096,ACH-000338,SIDM00096,SR-786,SR786,905965.0,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
317,332,SIDM00379,ACH-002304,SIDM00379,SK-MG-1,SKMG1,909729.0,SKMG1_CENTRAL_NERVOUS_SYSTEM
318,333,SIDM00381,ACH-002020,SIDM00381,SKG-IIIa,SKGIIIA,,SKGIIIA_CERVIX
319,334,SIDM00606,ACH-000858,SIDM00606,KNS-62,KNS62,753569.0,KNS62_LUNG
320,335,SIDM00852,ACH-000389,SIDM00852,H4,H4,907042.0,H4_CENTRAL_NERVOUS_SYSTEM
321,336,SIDM00541,ACH-000926,SIDM00541,HT-55,HT55,907287.0,HT55_LARGE_INTESTINE
322,337,SIDM00391,ACH-000363,SIDM00391,SK-MM-2,SKMM2,753612.0,SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
323,338,SIDM00615,ACH-000217,SIDM00615,JHH-6,JHH6,1240159.0,JHH6_LIVER
324,339,SIDM00602,ACH-000919,SIDM00602,IM95,IM95,1240155.0,IM95_STOMACH
325,340,SIDM01170,ACH-000048,SIDM01170,TOV-112D,TOV112D,1299070.0,TOV112D_OVARY
326,341,SIDM00377,ACH-001655,SIDM00377,SKN,SKN,1240215.0,SKN_ENDOMETRIUM
327,342,SIDM01008,ACH-000315,SIDM01008,KARPAS-422,KARPAS422,907274.0,KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
328,343,SIDM00531,ACH-000213,SIDM00531,HUP-T4,HUPT4,907286.0,HUPT4_PANCREAS
329,344,SIDM01097,ACH-001193,SIDM01097,SK-PN-DW,SKPNDW,909731.0,SKPNDW_BONE
330,345,SIDM00693,ACH-000396,SIDM00693,J82,J82,753566.0,J82_URINARY_TRACT
331,346,SIDM00614,ACH-000848,SIDM00614,JHH-7,JHH7,1240160.0,JHH7_LIVER
332,347,SIDM00350,ACH-001641,SIDM00350,SAT,SAT,1299050.0,SAT_UPPER_AERODIGESTIVE_TRACT
333,348,SIDM01163,ACH-000677,SIDM01163,SW 1573,SW1573,724878.0,SW1573_LUNG
334,349,SIDM00375,ACH-002305,SIDM00375,SKN-3,SKN3,1299059.0,SKN3_UPPER_AERODIGESTIVE_TRACT
335,350,SIDM00380,ACH-000373,SIDM00380,SKM-1,SKM1,909722.0,SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
336,351,SIDM00392,ACH-000810,SIDM00392,SK-MEL-30,SKMEL30,909726.0,SKMEL30_SKIN
337,352,SIDM00133,ACH-000861,SIDM00133,HOP-62,HOP62,905972.0,HOP62_LUNG
338,353,SIDM00600,ACH-001528,SIDM00600,IHH-4,IHH4,1240154.0,IHH4_THYROID
339,354,SIDM01039,ACH-001529,SIDM01039,JAR,JAR,907175.0,JAR_PLACENTA
340,355,SIDM00128,ACH-002249,SIDM00128,JHU-011,JHU011,1240161.0,JHU011_UPPER_AERODIGESTIVE_TRACT
341,356,SIDM00151,ACH-000966,SIDM00151,IGROV1,IGROV1,905968.0,IGROV1_OVARY
342,357,SIDM00632,ACH-002247,SIDM00632,IM-9,IM9,753563.0,IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
343,358,SIDM00127,ACH-002250,SIDM00127,JHU-022,JHU022,1240162.0,JHU022_UPPER_AERODIGESTIVE_TRACT
344,359,SIDM01042,ACH-001065,SIDM01042,Evsa-T,EVSAT,906862.0,EVSAT_BREAST
345,360,SIDM00486,ACH-000563,SIDM00486,EBC-1,EBC1,753554.0,EBC1_LUNG
346,361,SIDM00491,ACH-001443,SIDM00491,ASH-3,ASH3,1290722.0,ASH3_THYROID
347,362,SIDM00198,ACH-002114,SIDM00198,EW-16,EW16,949165.0,EW16_BONE
348,363,SIDM00874,ACH-000223,SIDM00874,HCC1937,HCC1937,749714.0,HCC1937_BREAST
349,364,SIDM00594,ACH-000004,SIDM00594,HEL,HEL,907053.0,HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
350,365,SIDM00870,ACH-000725,SIDM00870,HCC202,HCC202,1290906.0,HCC202_BREAST
351,366,SIDM00993,ACH-000838,SIDM00993,AMO-1,AMO1,1295741.0,AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
352,367,SIDM00210,ACH-000657,SIDM00210,A2780,A2780,906804.0,A2780_OVARY
353,368,SIDM00949,ACH-000233,SIDM00949,DEL,DEL,906836.0,DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
354,369,SIDM00589,ACH-000778,SIDM00589,HSC-3,HSC3,907061.0,HSC3_UPPER_AERODIGESTIVE_TRACT
355,370,SIDM00599,ACH-001526,SIDM00599,HuO9,HUO9,907072.0,HUO9_BONE
356,371,SIDM00118,ACH-001081,SIDM00118,HCC2998,HCC2998,905971.0,HCC2998_LARGE_INTESTINE
357,372,SIDM01052,ACH-000308,SIDM01052,EFO-21,EFO21,911905.0,EFO21_OVARY
358,373,SIDM00172,ACH-002212,SIDM00172,BB30-HNC,BB30HNC,753531.0,BB30HNC_UPPER_AERODIGESTIVE_TRACT
359,374,SIDM00944,ACH-000249,SIDM00944,CL-11,CL11,1290769.0,CL11_LARGE_INTESTINE
360,375,SIDM00119,ACH-000706,SIDM00119,EKVX,EKVX,905970.0,EKVX_LUNG
361,376,SIDM00533,ACH-000118,SIDM00533,HUP-T3,HUPT3,907285.0,HUPT3_PANCREAS
362,377,SIDM00596,ACH-001517,SIDM00596,HEC-1,HEC1,907051.0,HEC1_ENDOMETRIUM
363,378,SIDM00290,ACH-000847,SIDM00290,HGC-27,HGC27,907055.0,HGC27_STOMACH
364,379,SIDM00810,ACH-000757,SIDM00810,A427,A427,910851.0,A427_LUNG
365,380,SIDM00487,ACH-000963,SIDM00487,CCK-81,CCK81,1240123.0,CCK81_LARGE_INTESTINE
366,381,SIDM00263,ACH-002106,SIDM00263,ES5,ES5,684057.0,ES5_BONE
367,382,SIDM00277,ACH-000198,SIDM00277,EOL-1,EOL1,906856.0,EOL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
368,383,SIDM01069,ACH-000667,SIDM01069,HCC-44,HCC44,1240145.0,HCC44_LUNG
369,384,SIDM01068,ACH-000562,SIDM01068,HCC-78,HCC78,1290908.0,HCC78_LUNG
370,385,SIDM01072,ACH-000878,SIDM01072,HCC-15,HCC15,1240143.0,HCC15_LUNG
371,386,SIDM00207,ACH-002230,SIDM00207,D-542MG,D542MG,753549.0,D542MG_CENTRAL_NERVOUS_SYSTEM
372,387,SIDM00587,ACH-000976,SIDM00587,HuCCT1,HUCCT1,907069.0,HUCCT1_BILIARY_TRACT
373,388,SIDM00885,ACH-000111,SIDM00885,HCC1187,HCC1187,749711.0,HCC1187_BREAST
374,389,SIDM00665,ACH-000616,SIDM00665,Hs 746T,HS746T,1240151.0,HS746T_STOMACH
375,390,SIDM00872,ACH-000859,SIDM00872,HCC1954,HCC1954,749709.0,HCC1954_BREAST
376,391,SIDM01044,ACH-000585,SIDM01044,EPLC-272H,EPLC272H,753556.0,EPLC272H_LUNG
377,392,SIDM00796,ACH-000740,SIDM00796,A-253,A253,906794.0,A253_SALIVARY_GLAND
378,394,SIDM00142,ACH-000864,SIDM00142,COLO 684,COLO684,910691.0,COLO684_ENDOMETRIUM
379,395,SIDM00201,ACH-002119,SIDM00201,EW-7,EW7,949160.0,EW7_BONE
380,396,SIDM00789,ACH-000997,SIDM00789,HCT-15,HCT15,905937.0,HCT15_LARGE_INTESTINE
381,397,SIDM00695,ACH-000322,SIDM00695,HT-144,HT144,907067.0,HT144_SKIN
382,398,SIDM00278,ACH-000305,SIDM00278,EC-GI-10,ECGI10,753555.0,ECGI10_OESOPHAGUS
383,399,SIDM00494,ACH-000528,SIDM00494,ABC-1,ABC1,906791.0,ABC1_LUNG
384,400,SIDM00937,ACH-000832,SIDM00937,CAL 27,CAL27,910916.0,CAL27_UPPER_AERODIGESTIVE_TRACT
385,401,SIDM00946,ACH-000981,SIDM00946,DND-41,DND41,1297446.0,DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
386,402,SIDM00673,ACH-000668,SIDM00673,HCC70,HCC70,907048.0,HCC70_BREAST
387,403,SIDM00517,ACH-002239,SIDM00517,H3118,H3118,1240140.0,H3118_UPPER_AERODIGESTIVE_TRACT
388,404,SIDM00598,ACH-000843,SIDM00598,HARA,HARA,1240142.0,HARA_LUNG
389,405,SIDM00534,ACH-000986,SIDM00534,HT115,HT115,907289.0,HT115_LARGE_INTESTINE
390,406,SIDM00485,ACH-000794,SIDM00485,BICR 22,BICR22,1240121.0,BICR22_UPPER_AERODIGESTIVE_TRACT
391,407,SIDM00539,ACH-001496,SIDM00539,ESO26,ESO26,1503366.0,ESO26_OESOPHAGUS
392,409,SIDM00875,ACH-000624,SIDM00875,HCC1806,HCC1806,907047.0,HCC1806_BREAST
393,410,SIDM00666,ACH-000067,SIDM00666,Hs 683,HS683,1240150.0,HS683_CENTRAL_NERVOUS_SYSTEM
394,411,SIDM00881,ACH-000352,SIDM00881,HCC1428,HCC1428,1290905.0,HCC1428_BREAST
395,412,SIDM00585,ACH-000480,SIDM00585,HuH-7,HUH7,907071.0,HUH7_LIVER
396,413,SIDM00679,ACH-001525,SIDM00679,HT-3,HT3,907068.0,HT3_CERVIX
397,414,SIDM00768,ACH-000894,SIDM00768,NCI-H1869,NCIH1869,1240183.0,NCIH1869_LUNG
398,415,SIDM00716,ACH-000481,SIDM00716,NCI-H2170,NCIH2170,687815.0,NCIH2170_LUNG
399,416,SIDM00927,ACH-000871,SIDM00927,NCI-H510,NCIH510,753605.0,NCIH510_LUNG
400,417,SIDM01146,ACH-000932,SIDM01146,SNU-1,SNU1,908444.0,SNU1_STOMACH
401,418,SIDM00572,ACH-000911,SIDM00572,NUGC-3,NUGC3,908455.0,NUGC3_STOMACH
402,419,SIDM00156,ACH-002285,SIDM00156,NB7,NB7,949174.0,NB7_AUTONOMIC_GANGLIA
403,420,SIDM00575,ACH-000200,SIDM00575,NMC-G1,NMCG1,908449.0,NMCG1_CENTRAL_NERVOUS_SYSTEM
404,421,SIDM00743,ACH-000448,SIDM00743,NCI-H1666,NCIH1666,908473.0,NCIH1666_LUNG
405,422,SIDM00745,ACH-000035,SIDM00745,NCI-H1650,NCIH1650,687800.0,NCIH1650_LUNG
406,423,SIDM00117,ACH-000837,SIDM00117,NCI-H322,NCIH322,,NCIH322_LUNG
407,424,SIDM01145,ACH-000581,SIDM01145,SNU-16,SNU16,908446.0,SNU16_STOMACH
408,425,SIDM00238,ACH-000947,SIDM00238,OVK18,OVK18,1480371.0,OVK18_OVARY
409,426,SIDM00460,ACH-000124,SIDM00460,OCI-LY-19,OCILY19,1330984.0,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
410,427,SIDM00383,ACH-002198,SIDM00383,SCH,SCH,909711.0,SCH_STOMACH
411,428,SIDM00753,ACH-000781,SIDM00753,NCI-H2023,NCIH2023,1240187.0,NCIH2023_LUNG
412,429,SIDM00704,ACH-000639,SIDM00704,NCI-H211,NCIH211,1240189.0,NCIH211_LUNG
413,430,SIDM01124,ACH-000945,SIDM01124,NCI-H650,NCIH650,722066.0,NCIH650_LUNG
414,431,SIDM01134,ACH-000292,SIDM01134,NCI-H841,NCIH841,1240192.0,NCIH841_LUNG
415,432,SIDM00429,ACH-000938,SIDM00429,NALM-6,NALM6,908158.0,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
416,433,SIDM00573,ACH-001606,SIDM00573,no.11,NO11,908450.0,NO11_CENTRAL_NERVOUS_SYSTEM
417,434,SIDM00444,ACH-001368,SIDM00444,OAC-M5.1,OACM51,1503363.0,OACM51_OESOPHAGUS
418,435,SIDM01199,ACH-000493,SIDM01199,SNU-423,SNU423,909737.0,SNU423_LIVER
419,436,SIDM00740,ACH-000747,SIDM00740,NCI-H1703,NCIH1703,908474.0,NCIH1703_LUNG
420,437,SIDM00706,ACH-000290,SIDM00706,NCI-H209,NCIH209,688013.0,NCIH209_LUNG
421,438,SIDM00728,ACH-000718,SIDM00728,NCI-H2291,NCIH2291,724874.0,NCIH2291_LUNG
422,439,SIDM00137,ACH-000337,SIDM00137,NCI-H3122,NCIH3122,1240190.0,NCIH3122_LUNG
423,440,SIDM00778,ACH-000403,SIDM00778,NCI-H747,NCIH747,908457.0,NCIH747_LARGE_INTESTINE
424,441,SIDM01144,ACH-000303,SIDM01144,SNU-5,SNU5,908445.0,SNU5_STOMACH
425,442,SIDM01082,ACH-000188,SIDM01082,SCC-25,SCC25,910701.0,SCC25_UPPER_AERODIGESTIVE_TRACT
426,443,SIDM00742,ACH-000021,SIDM00742,NCI-H1693,NCIH1693,687802.0,NCIH1693_LUNG
427,444,SIDM01130,ACH-000395,SIDM01130,NCI-H520,NCIH520,908443.0,NCIH520_LUNG
428,445,SIDM01128,ACH-000767,SIDM01128,NCI-H526,NCIH526,688025.0,NCIH526_LUNG
429,446,SIDM00641,ACH-000944,SIDM00641,NAMALWA,NAMALWA,908159.0,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
